0	100	49.4	10192
1	100	49.28	10200
2	100	49.31	10141
3	100	49.3	10214
4	100	49.3	10200
5	100	49.31	10169
6	100	49.25	10182
7	100	49.29	10269
8	100	49.25	10150
9	100	49.24	10138
10	100	49.27	10160
11	100	49.36	10197
12	100	49.32	10156
13	100	49.26	10230
14	100	49.26	10140
15	100	49.24	10167
16	100	49.25	10134
17	100	49.26	10153
18	100	49.31	10154
19	100	49.33	10164
20	100	49.31	10172
21	100	49.3	10149
22	100	49.37	10192
23	100	49.37	10261
24	100	49.24	10156
25	100	49.32	10172
26	100	49.27	10176
27	100	49.38	10195
28	100	49.28	10173
29	100	49.32	10152
0	110	87.66	10192
1	110	87.16	10200
2	110	89.44	10158
3	110	92.12	10214
4	110	86.24	10223
5	110	88.95	10182
6	110	88.26	10182
7	110	87.92	10269
8	110	86.02	10168
9	110	90.86	10242
10	110	87.61	10173
11	110	91.46	10197
12	110	91.02	10156
13	110	89.53	10237
14	110	89.27	10140
15	110	89.6	10167
16	110	93.06	10134
17	110	88.2	10153
18	110	89.23	10192
19	110	89.37	10173
20	110	90.27	10172
21	110	90.28	10157
22	110	90.05	10194
23	110	88.13	10261
24	110	92.16	10186
25	110	92.93	10172
26	110	89.29	10160
27	110	89.88	10195
28	110	93.21	10222
29	110	87.52	10152
0	120	69.5563333333	10192
1	120	63.9933333333	10200
2	120	52.438	10158
3	120	51.2818333333	10243
4	120	63.4133333333	10265
5	120	59.28	10182
6	120	69.8425	10202
7	120	57.7403333333	10269
8	120	59.1678333333	10168
9	120	57.4033333333	10242
10	120	60.0133333333	10177
11	120	59.886	10226
12	120	61.675	10190
13	120	56.2875	10244
14	120	56.843	10140
15	120	58.355	10167
16	120	57.0783333333	10181
17	120	60.0883333333	10153
18	120	50.8026666667	10192
19	120	62.3696666667	10211
20	120	63.66	10210
21	120	57.0008333333	10164
22	120	57.0775	10194
23	120	63.1563333333	10261
24	120	59.9494047619	10252
25	120	60.8401666667	10180
26	120	62.7616666667	10190
27	120	62.3925	10195
28	120	52.254047619	10222
29	120	61.7435	10217
0	130	50.6508333333	10209
1	130	56.8328333333	10218
2	130	52.9419166667	10177
3	130	51.0928333333	10243
4	130	47.1914761905	10280
5	130	47.7668095238	10211
6	130	53.7016666667	10247
7	130	59.0843333333	10269
8	130	54.1855	10186
9	130	48.565	10242
10	130	52.5739404762	10234
11	130	48.9535	10226
12	130	49.5608333333	10198
13	130	47.5095	10256
14	130	53.4948333333	10191
15	130	57.1975238095	10159
16	130	60.1054166667	10181
17	130	57.7976666667	10194
18	130	53.3328571429	10236
19	130	60.7506666667	10257
20	130	50.6866666667	10210
21	130	50.0026666667	10186
22	130	52.8416666667	10194
23	130	48.7537380952	10263
24	130	56.6114761905	10254
25	130	57.3031666667	10209
26	130	50.804	10211
27	130	58.9758571429	10259
28	130	51.936	10233
29	130	62.5046666667	10235
0	140	50.1145	10216
1	140	45.401	10218
2	140	59.4048214286	10177
3	140	55.5416666667	10301
4	140	46.9108333333	10280
5	140	51.0091666667	10211
6	140	47.9877142857	10247
7	140	38.7107380952	10269
8	140	47.3201666667	10233
9	140	52.4316666667	10272
10	140	54.5741666667	10234
11	140	51.5688333333	10226
12	140	54.5202777778	10200
13	140	51.3291666667	10256
14	140	49.0243333333	10241
15	140	45.0225	10191
16	140	48.3715	10181
17	140	49.4051904762	10248
18	140	55.6216666667	10280
19	140	50.9043333333	10263
20	140	48.6273333333	10289
21	140	52.272	10198
22	140	54.8055	10225
23	140	48.013	10263
24	140	46.291	10266
25	140	42.6153333333	10222
26	140	48.8445	10211
27	140	43.8635	10259
28	140	53.5558333333	10278
29	140	59.4786666667	10235
0	150	46.7409761905	10240
1	150	49.1736666667	10233
2	150	52.9108333333	10203
