0	100	49.4	10192
1	100	49.28	10200
2	100	49.31	10141
3	100	49.3	10214
4	100	49.3	10200
5	100	49.31	10169
6	100	49.25	10182
7	100	49.29	10269
8	100	49.25	10150
9	100	49.24	10138
10	100	49.27	10160
11	100	49.36	10197
12	100	49.32	10156
13	100	49.26	10230
14	100	49.26	10140
15	100	49.24	10167
16	100	49.25	10134
17	100	49.26	10153
18	100	49.31	10154
19	100	49.33	10164
20	100	49.31	10172
21	100	49.3	10149
22	100	49.37	10192
23	100	49.37	10261
24	100	49.24	10156
25	100	49.32	10172
26	100	49.27	10176
27	100	49.38	10195
28	100	49.28	10173
29	100	49.32	10152
0	110	87.9	10192
1	110	87.47	10200
2	110	89.37	10157
3	110	92.2	10214
4	110	86.3	10219
5	110	89.08	10175
6	110	88.25	10182
7	110	87.97	10269
8	110	86.18	10165
9	110	90.76	10245
10	110	87.76	10176
11	110	91.46	10197
12	110	91.19	10156
13	110	89.64	10237
14	110	89.32	10140
15	110	89.67	10167
16	110	93.11	10134
17	110	88.45	10153
18	110	88.96	10194
19	110	89.25	10171
20	110	90.26	10172
21	110	90.46	10166
22	110	89.9	10196
23	110	88.19	10261
24	110	91.92	10188
25	110	92.94	10172
26	110	89.34	10160
27	110	89.91	10195
28	110	93.16	10223
29	110	87.73	10152
0	120	69.301	10192
1	120	63.8608333333	10200
2	120	54.7605	10157
3	120	51.096	10238
4	120	63.455	10260
5	120	60.0716666667	10183
6	120	69.92	10205
7	120	58.3486666667	10269
8	120	59.6691666667	10165
9	120	57.4225	10245
10	120	59.9275	10177
11	120	59.3876666667	10229
12	120	61.6583333333	10194
13	120	56.5008333333	10248
14	120	58.122	10140
15	120	58.4225	10167
16	120	57.21	10190
17	120	57.99	10153
18	120	50.824	10194
19	120	62.5296666667	10208
20	120	63.69	10217
21	120	56.9966666667	10166
22	120	56.7966666667	10196
23	120	63.1353333333	10261
24	120	58.9116666667	10200
25	120	60.2193333333	10188
26	120	62.555	10189
27	120	62.6725	10195
28	120	52.5602380952	10223
29	120	62.3013333333	10218
0	130	51.9573333333	10212
1	130	56.2815	10228
2	130	49.1252380952	10159
3	130	51.9603333333	10238
4	130	45.0848333333	10260
5	130	49.1560952381	10242
6	130	51.8336666667	10205
7	130	58.5393333333	10269
8	130	56.2298333333	10194
9	130	47.2802380952	10245
10	130	49.4917142857	10178
11	130	50.2255	10229
12	130	51.8686666667	10199
13	130	48.1333333333	10260
14	130	58.5143333333	10183
15	130	58.5404761905	10156
16	130	56.41875	10190
17	130	56.2959047619	10188
18	130	53.4639285714	10236
19	130	59.9951666667	10245
20	130	49.7246666667	10217
21	130	45.207	10201
22	130	52.97	10196
23	130	48.5759047619	10264
24	130	53.1936904762	10200
25	130	57.9261666667	10280
26	130	51.0228333333	10202
27	130	59.0262380952	10254
28	130	52.5366666667	10223
29	130	62.8115	10244
0	140	51.0905	10214
1	140	44.8503333333	10228
2	140	53.5488690476	10187
3	140	50.2596969697	10296
4	140	44.9060833333	10269
5	140	52.352	10286
6	140	44.3907619048	10239
7	140	44.5133333333	10269
8	140	47.3496904762	10209
9	140	53.1923333333	10245
10	140	51.5265	10207
11	140	41.7725	10229
12	140	50.3522619048	10245
13	140	49.6992857143	10260
14	140	48.1375	10237
15	140	45.276	10194
16	140	50.0508333333	10230
17	140	48.8516666667	10188
18	140	52.08	10236
19	140	52.2063333333	10259
20	140	42.354	10226
21	140	51.0575714286	10201
22	140	55.2788333333	10221
23	140	46.3526666667	10265
24	140	48.8785	10227
25	140	52.2825	10299
26	140	48.9495	10211
27	140	41.7176666667	10254
28	140	57.8008333333	10234
29	140	59	10244
0	150	48.3302380952	10320
1	150	56.1093333333	10228
2	150	51.5091666667	10187
3	150	46.7758333333	10310
