0	100	49.4	10192
1	100	49.36	10175
2	100	49.29	10138
3	100	49.38	10188
4	100	49.21	10217
5	100	49.31	10212
6	100	49.33	10163
7	100	49.28	10168
8	100	49.25	10174
9	100	49.33	10243
10	100	49.4	10176
11	100	49.24	10156
12	100	49.3	10142
13	100	49.33	10195
14	100	49.33	10207
15	100	49.37	10190
16	100	49.34	10219
17	100	49.3	10236
18	100	49.29	10154
19	100	49.3	10161
20	100	49.28	10180
21	100	49.36	10187
22	100	49.32	10178
23	100	49.31	10202
24	100	49.35	10169
25	100	49.37	10177
26	100	49.28	10193
27	100	49.35	10156
28	100	49.27	10205
29	100	49.32	10140
0	110	88.33	10192
1	110	90.41	10175
2	110	89.8	10204
3	110	88.57	10215
4	110	88.48	10217
5	110	87.42	10212
6	110	88.13	10172
7	110	87.2	10168
8	110	92.12	10203
9	110	91.23	10244
10	110	93.73	10176
11	110	93.93	10156
12	110	88.96	10164
13	110	90.75	10195
14	110	86.18	10207
15	110	87.48	10190
16	110	88.78	10193
17	110	90.78	10236
18	110	91.13	10154
19	110	87.09	10161
20	110	86.24	10180
21	110	90.99	10187
22	110	89.63	10183
23	110	88.76	10231
24	110	88.4	10175
25	110	86.89	10177
26	110	90.38	10193
27	110	88.49	10156
28	110	88.66	10205
29	110	91.79	10140
0	120	61.6071666667	10192
1	120	62.18	10232
2	120	55.726	10204
3	120	57.2818333333	10239
4	120	53.6783333333	10217
5	120	61.9156666667	10217
6	120	54.2766666667	10196
7	120	60.175	10168
8	120	53.4393333333	10203
9	120	54.784	10244
10	120	56.9911666667	10176
11	120	59.5827777778	10194
12	120	51.0876666667	10164
13	120	55.9875	10215
14	120	60.822	10207
15	120	54.1016666667	10190
16	120	56.3656666667	10193
17	120	54.2116666667	10236
18	120	64.4856666667	10157
19	120	46.9963333333	10191
20	120	58.7216666667	10180
21	120	52.5135	10187
22	120	52.6466666667	10183
23	120	52.0238333333	10231
24	120	55.87	10200
25	120	63.4966666667	10222
26	120	56.0443333333	10193
27	120	53.66	10170
28	120	52.3088333333	10205
29	120	59.6533333333	10140
0	130	57.8583333333	10197
1	130	47.3111666667	10232
2	130	50.3703333333	10204
3	130	57.9006666667	10281
4	130	50.9986666667	10217
5	130	49.1875	10217
6	130	52.7336666667	10196
7	130	52.83125	10189
8	130	51.5045	10203
9	130	59.3221428571	10295
10	130	50.7846428571	10243
11	130	57.0086666667	10250
12	130	50.859	10176
13	130	56.724952381	10262
14	130	60.352	10230
15	130	52.412	10227
16	130	49.4415	10193
17	130	55.2598571429	10236
18	130	52.545	10241
19	130	53.9665238095	10238
20	130	53.3583333333	10180
21	130	56.2645238095	10250
22	130	48.0801666667	10226
23	130	53.3728333333	10231
24	130	50.217	10200
25	130	54.281	10222
26	130	52.401	10193
27	130	48.5616666667	10170
28	130	49.3395714286	10243
29	130	45.5586666667	10154
0	140	50.5838333333	10199
1	140	50.569	10315
2	140	56.3243333333	10204
3	140	58.612	10288
4	140	55.4231428571	10245
5	140	51.4233333333	10230
6	140	38.1229761905	10196
7	140	51.1155	10189
8	140	58.7126666667	10203
9	140	58.8396666667	10338
10	140	47.2458333333	10250
11	140	50.1888333333	10262
12	140	57.3081666667	10220
13	140	46.6306666667	10268
14	140	51.1216666667	10250
15	140	52.6093333333	10227
16	140	54.0208333333	10217
17	140	54.8281666667	10236
18	140	56.1408333333	10248
19	140	52.7258333333	10238
20	140	59.8929166667	10190
21	140	48.4306666667	10250
22	140	43.0558333333	10234
23	140	54.327	10264
24	140	42.9996355311	10200
25	140	51.19625	10240
26	140	57.851	10193
27	140	54.3298333333	10207
28	140	56.5986666667	10243
29	140	46.1143333333	10204
0	150	53.0706666667	10279
1	150	50.5376388889	10315
2	150	51.2635714286	10213
3	150	49.0091666667	10288
4	150	52.2685	10295
5	150	42.6038333333	10266
6	150	46.9457777778	10198
7	150	62.422	10308
8	150	50.8544166667	10245
9	150	56.3008333333	10347
10	150	53.973	10250
11	150	45.9038333333	10262
12	150	50.6629047619	10229
13	150	60.2392936508	10296
14	150	45.0836666667	10250
15	150	48.948547619	10286
16	150	52.483452381	10241
17	150	45.1848809524	10246
18	150	50.8418333333	10248
19	150	46.0126666667	10249
20	150	53.275	10269
21	150	47.9655	10260
22	150	43.8115357143	10234
23	150	48.2178333333	10301
24	150	60.0191428571	10225
25	150	47.5595952381	10240
26	150	46.338	10251
27	150	53.2081428571	10236
28	150	54.785	10269
29	150	45.4826904762	10264
0	160	52.5303333333	10295
1	160	48.5503333333	10339
2	160	47.4841428571	10276
3	160	51.7658333333	10331
4	160	55.7223333333	10295
5	160	46.6083333333	10266
6	160	62.8728333333	10234
7	160	55.464	10308
8	160	43.524297619	10278
9	160	46.6045	10347
10	160	55.445	10260
11	160	46.9605555556	10273
12	160	59.4433333333	10247
13	160	55.36	10296
14	160	55.4721363636	10319
15	160	52.352047619	10298
16	160	48.9560833333	10253
17	160	49.523	10318
18	160	51.7334285714	10314
19	160	47.7339285714	10249
20	160	43.656	10269
21	160	41.325	10271
22	160	47.0135833333	10277
23	160	61.9096666667	10355
24	160	54.0283333333	10262
25	160	51.373452381	10268
26	160	53.2995714286	10251
27	160	51.0693333333	10236
28	160	51.5277857143	10269
29	160	43.9425	10264
0	170	50.498	10334
1	170	55.8333333333	10345
2	170	59.5378333333	10276
3	170	49.6621666667	10333
4	170	46.4601825397	10295
5	170	57.0207142857	10272
6	170	39.6036666667	10254
7	170	47.7035714286	10375
8	170	48.8764285714	10284
9	170	52.7356666667	10409
10	170	54.046	10267
11	170	54.8431666667	10273
12	170	55.7710714286	10278
13	170	52.8726666667	10328
14	170	51.1503333333	10319
15	170	45.2279761905	10319
16	170	47.5588333333	10284
17	170	62.08	10318
18	170	57.0346666667	10314
19	170	48.624	10327
20	170	51.2413333333	10269
21	170	52.5145	10271
22	170	55.0031666667	10280
23	170	51.9258333333	10355
24	170	47.2754285714	10322
25	170	47.8905	10268
26	170	47.8132222222	10268
27	170	49.3636666667	10236
28	170	51.4128333333	10269
29	170	56.3841666667	10272
0	180	49.1416666667	10345
1	180	56.9275833333	10386
2	180	50.833	10312
3	180	52.212	10353
4	180	47.8653333333	10295
5	180	49.4531666667	10332
6	180	52.934	10274
7	180	42.3946190476	10375
8	180	53.5898095238	10284
9	180	53.9533333333	10409
10	180	50.8751666667	10317
11	180	52.8083333333	10289
12	180	53.9866666667	10311
13	180	50.4643333333	10328
14	180	42.6743333333	10336
15	180	53.1456666667	10334
16	180	53.0829065657	10293
17	180	49.72	10338
18	180	49.4313333333	10334
19	180	49.9069047619	10334
20	180	46.64	10334
21	180	51.1676666667	10271
22	180	49.3416666667	10283
23	180	53.5976904762	10357
24	180	50.0733809524	10322
25	180	53.3616666667	10268
26	180	52.6443888889	10295
27	180	49.5823571429	10279
28	180	52.1071666667	10335
29	180	46.438	10283
0	190	48.4683333333	10357
1	190	41.9852777778	10386
2	190	50.470452381	10312
3	190	60.567952381	10408
4	190	47.695	10295
5	190	44.88375	10332
6	190	47.173	10295
7	190	42.9047222222	10379
8	190	55.5945	10298
9	190	50.935	10409
10	190	50.8426666667	10323
11	190	51.5445952381	10319
12	190	49.1008333333	10311
13	190	48.426984127	10330
14	190	50.7718333333	10390
15	190	52.0405	10347
16	190	49.5937254902	10293
17	190	48.8784761905	10349
18	190	53.4516666667	10334
19	190	50.9975	10353
20	190	51.1151666667	10334
21	190	50.747	10315
22	190	41.835952381	10363
23	190	53.7683333333	10361
24	190	57.2797435897	10329
25	190	52.9498333333	10332
26	190	55.2758333333	10315
27	190	50.2656666667	10279
28	190	49.6129761905	10335
29	190	44.978952381	10300
0	200	50.957	10388
1	200	48.9283333333	10415
2	200	49.4362380952	10340
3	200	55.9358333333	10408
4	200	45.4	10336
5	200	48.9465	10361
6	200	46.3656666667	10327
7	200	56.1043095238	10379
8	200	48.934	10320
9	200	52.458452381	10428
10	200	52.9698333333	10340
11	200	50.8361666667	10325
12	200	56.1291666667	10311
13	200	48.7357142857	10359
14	200	45.1983333333	10390
15	200	50.3825	10353
16	200	52.813	10351
17	200	46.6489047619	10361
18	200	51.9055	10334
19	200	41.633	10353
20	200	51.7495	10334
21	200	54.4295	10339
22	200	47.6003333333	10367
23	200	51.3994444444	10368
24	200	55.7426666667	10329
25	200	46.4818571429	10332
26	200	43.3351363636	10322
27	200	50.1625227273	10287
28	200	53.3323809524	10335
29	200	42.5096904762	10303
0	210	49.5603333333	10422
1	210	47.4803333333	10415
2	210	52.207	10340
3	210	61.61	10408
