Run 0

200	10007.935	10192.0

220	10075.525	10192.0

240	10126.05	10210.0

260	10160.11	10308.0

280	10189.83	10308.0

300	10223.81	10357.0

320	10268.06	10357.0

340	10306.8	10385.0

360	10337.515	10406.0

380	10364.035	10415.0

400	10387.86	10434.0

420	10406.75	10452.0

440	10423.98	10454.0

460	10437.145	10479.0

480	10451.215	10491.0

500	10466.65	10500.0

520	10484.745	10511.0

540	10495.42	10511.0

560	10501.235	10515.0

580	10507.225	10520.0

600	10513.55	10532.0

620	10518.405	10532.0

640	10523.735	10543.0

660	10530.05	10543.0

680	10535.255	10558.0

700	10542.47	10558.0

720	10550.06	10560.0

740	10555.245	10570.0

760	10559.055	10573.0

780	10563.225	10574.0

800	10568.085	10579.0

820	10572.865	10582.0

840	10577.42	10591.0

860	10582.345	10593.0

880	10587.94	10600.0

900	10593.32	10602.0

920	10597.83	10611.0

940	10603.115	10620.0

960	10609.385	10632.0

980	10616.01	10632.0

1000	10621.59	10632.0

1020	10627.11	10640.0

1040	10633.005	10644.0

1060	10638.095	10647.0

1080	10641.57	10656.0

1100	10644.84	10655.0

1120	10648.88	10664.0

1140	10654.565	10667.0

1160	10660.09	10674.0

1180	10665.885	10681.0

1200	10671.595	10683.0

1220	10677.105	10690.0

1240	10683.145	10697.0

1260	10688.385	10701.0

1280	10693.09	10708.0

1300	10698.205	10715.0

1320	10705.12	10720.0

1340	10712.19	10731.0

1360	10718.39	10731.0

1380	10724.465	10743.0

1400	10730.94	10743.0

1420	10735.27	10754.0

1440	10740.805	10762.0

1460	10745.345	10762.0

1480	10750.945	10762.0

1500	10755.65	10769.0

1520	10760.97	10783.0

1540	10767.895	10790.0

1560	10776.14	10793.0

1580	10785.525	10801.0

1600	10791.235	10801.0

1620	10794.715	10803.0

1640	10798.55	10811.0

1660	10802.705	10812.0

1680	10806.28	10820.0

1700	10810.665	10824.0

1720	10815.32	10827.0

1740	10820.69	10838.0

1760	10827.975	10848.0

1780	10836.165	10850.0

1800	10844.015	10860.0

1820	10849.365	10867.0

1840	10853.615	10867.0

1860	10858.3	10867.0

1880	10862.795	10877.0

1900	10866.69	10879.0

1920	10871.1	10884.0

1940	10876.265	10887.0

1960	10881.245	10891.0

1980	10885.355	10896.0

2000	10890.22	10900.0

2020	10895.415	10908.0

2040	10900.995	10910.0

2060	10905.93	10916.0

2080	10910.23	10924.0

2100	10914.17	10924.0

2120	10918.115	10928.0

2140	10922.68	10938.0

2160	10925.99	10941.0

2180	10931.4	10947.0

2200	10937.39	10952.0

2220	10943.55	10960.0

2240	10948.97	10964.0

2260	10954.23	10968.0

2280	10959.755	10975.0

2300	10965.51	10976.0

2320	10969.735	10982.0

2340	10973.015	10982.0

2360	10976.45	10992.0

2380	10980.26	10996.0

2400	10985.405	10996.0

2420	10990.59	11000.0

2440	10995.83	11019.0

2460	11003.05	11020.0

2480	11013.095	11031.0

2500	11021.18	11033.0

2520	11026.455	11037.0

2540	11030.82	11042.0

2560	11034.225	11047.0

2580	11038.41	11050.0

2600	11043.74	11060.0

2620	11049.275	11060.0

2640	11054.135	11067.0

2660	11059.395	11074.0

2680	11065.415	11076.0

2700	11070.62	11080.0

2720	11074.885	11089.0

2740	11078.475	11089.0

2760	11082.81	11093.0

2780	11087.415	11102.0

2800	11091.885	11108.0

2820	11097.745	11111.0

2840	11102.945	11111.0

2860	11106.35	11114.0

2880	11109.51	11123.0

2900	11113.66	11131.0

2920	11120.285	11131.0

2940	11126.6	11137.0

2960	11131.39	11143.0

2980	11135.64	11148.0

3000	11140.69	11156.0

3020	11145.75	11163.0

3040	11150.665	11163.0

3060	11155.5	11163.0

3080	11159.515	11169.0

3100	11163.385	11175.0

3120	11167.115	11175.0

3140	11170.195	11178.0

3160	11173.45	11183.0

3180	11176.385	11184.0

3200	11179.82	11191.0

3220	11183.705	11200.0

